,zbest,F3GHz,logL10cm,logL21cm,logLTIRSF,SFG,MNUV,MU,MB,MV,MR,MI,MZ,MY,MJ,MH,MK,MASS_MED,MASS_BEST,SFR_MED,SFR_BEST,L_NU,L_R,L_K
2869,1.9862,25.37066,23.715307,23.947002,11.375505,1.0,-18.871,-20.774,-21.313,-21.819,-21.915,-22.289,-22.895,-23.137,-23.412,-23.842,-23.803,10.4454,10.4338,2.20626,2.19376,30.2788193916788,30.2841262117389,30.222279076952
2870,0.653,25.90305,22.610897,22.842592,10.999011,1.0,-20.016,-21.006,-20.728,-21.111,-21.257,-21.411,-21.703,-22.051,-22.219,-22.593,-22.481,9.41451,9.42605,2.09098,2.0841,29.9797193916788,29.7319262117389,29.638549076952
2871,1.741,24.27737,23.91227,24.405016,11.898122,1.0,-21.225,-22.602,-22.792,-23.099,-23.252,-23.5,-23.62,-24.034,-24.159,-24.301,-24.15,10.6059,10.6389,2.39999,2.40033,30.4745193916788,30.4952262117389,30.306269076952
2872,1.3649,25.64341,23.349178,23.580873,11.269262,1.0,-19.025,-20.611,-21.2,-21.502,-21.684,-22.062,-22.396,-22.521,-23.008,-23.317,-23.275,10.4571,10.4726,1.5337,1.49303,29.6077193916788,29.9004262117389,29.920649076952
2873,1.5022,26.66066,23.461561,23.693256,11.058809,1.0,-19.19,-19.926,-20.302,-20.533,-20.657,-20.63,-20.857,-20.976,-21.37,-21.379,-21.186,9.37316,9.24013,1.20046,1.61762,29.6137193916788,29.4376662117389,29.194159076952
2874,0.3687,32.05095,22.133455,22.365152,0.0,0.0,-17.812,-18.995,-19.494,-19.822,-20.1,-20.267,-20.464,-20.578,-20.697,-20.887,-21.431,9.52687,9.54536,0.600166,0.645449,28.7835793916788,29.0628762117389,28.977279076952
2875,1.4831,24.80292,23.727016,24.218102,11.813821,1.0,-18.14,-20.237,-21.069,-21.615,-21.944,-22.095,-22.625,-22.876,-23.254,-23.658,-23.641,10.6406,10.6917,2.01177,1.77808,29.9062193916788,30.1868262117389,30.176189076952
2876,1.8735,25.70245,23.663774,23.89547,11.661458,1.0,-18.282,-20.628,-21.486,-22.134,-22.604,-22.919,-23.349,-23.652,-23.9,-24.239,-24.14,11.0922,11.0522,1.68312,1.66053,29.7988193916788,30.3043262117389,30.393299076952
2877,1.7961,34.81525,23.754135,23.98583,11.409052,1.0,-20.069,-21.749,-21.865,-21.952,-22.426,-22.525,-22.865,-23.327,-23.509,-23.833,-23.729,10.5266,10.5642,1.91696,1.92282,30.0155193916788,30.1636262117389,30.134109076952
2878,1.0245,36.53928,23.214949,23.446644,11.85791,1.0,-20.975,-22.241,-22.74,-23.119,-23.228,-23.568,-23.825,-23.932,-24.037,-24.389,-24.179,10.9982,10.991,1.81572,1.85629,30.0066193916788,30.3924262117389,30.366249076952
2879,1.183,49.55686,23.535332,23.809273,12.326087,1.0,-20.148,-21.731,-22.467,-23.036,-23.33,-23.624,-24.001,-24.197,-24.388,-24.785,-24.8,11.1681,11.146,2.0636,2.08928,30.2210193916788,30.5658262117389,30.576439076952
2880,0.8367,25.09118,22.99735,23.417175,10.671271,0.0,-17.36,-20.031,-20.899,-21.525,-21.888,-22.26,-22.479,-22.685,-22.807,-23.074,-22.847,10.85,10.8515,-0.3,-0.26828,27.9296393916788,29.4512362117389,29.786439076952
2881,2.1171,24.33957,23.759497,23.991192,12.099368,0.0,-20.859,-21.708,-22.21,-22.413,-22.605,-22.821,-23.419,-23.568,-23.691,-24.058,-23.889,10.777,10.7968,1.49999,1.51852,29.6294193916788,30.0140262117389,30.103969076952
2882,2.3545,35.46398,24.105543,24.38737,12.56957,1.0,-20.033,-22.164,-22.691,-23.511,-23.608,-24.236,-24.542,-24.746,-25.009,-25.297,-25.156,11.4227,11.4636,2.15625,1.87923,30.0209193916788,30.6175262117389,30.741739076952
2883,2.5661,32.88267,24.361418,24.764261,10.831528,1.0,-20.628,-21.965,-22.423,-22.694,-23.048,-23.338,-23.487,-23.635,-24.203,-24.44,-24.279,10.8589,10.8993,1.71674,1.41186,29.5519193916788,30.1021262117389,30.207789076952
2884,0.3493,36.94279,22.14206,22.373755,11.230503,1.0,-18.671,-20.374,-21.054,-21.574,-21.881,-22.227,-22.499,-22.653,-22.902,-23.124,-23.482,10.6505,10.6552,0.998911,0.982405,29.1538693916788,29.7864262117389,29.869769076952
2885,0.5712,44.73306,22.713573,22.945269,11.510875,1.0,-18.672,-20.48,-20.994,-21.453,-21.992,-22.097,-22.421,-22.687,-22.802,-23.014,-23.005,10.2085,10.2013,1.98537,1.96274,30.0369193916788,30.0577262117389,29.868679076952
2886,1.8411,32.9292,23.751282,23.980803,12.358186,1.0,-20.693,-22.389,-22.554,-22.832,-23.19,-23.465,-23.782,-24.227,-24.411,-24.705,-24.603,10.8978,10.912,2.20007,2.21763,30.3129193916788,30.4812262117389,30.459339076952
2887,1.8816,25.42351,23.663265,23.89496,12.270173,1.0,-18.719,-20.549,-21.201,-21.874,-22.267,-22.518,-22.998,-23.612,-23.941,-24.414,-24.425,10.7942,10.8248,2.26847,2.28734,30.3743193916788,30.4838262117389,30.443409076952
2888,1.8682,34.86934,24.570892,25.364908,12.544633,1.0,-21.036,-22.438,-22.624,-22.825,-23.046,-23.341,-23.605,-24.093,-24.223,-24.563,-24.396,10.9785,11.0334,1.60684,1.64476,29.7605193916788,30.1992262117389,30.309709076952
2889,1.3052,29.63412,23.36729,23.598988,11.130092,1.0,-17.295,-19.332,-19.927,-20.508,-20.834,-21.371,-21.491,-21.834,-22.206,-22.58,-22.678,10.2896,10.2178,1.36174,1.64963,29.7734193916788,29.9215262117389,29.770289076952
2890,0.9606,25.20053,22.988632,23.220327,11.462642,1.0,-17.623,-19.584,-20.395,-20.99,-21.264,-21.448,-21.96,-22.216,-22.461,-23.02,-23.075,10.4789,10.4537,1.52606,1.5363,29.6749193916788,29.9618262117389,29.870309076952
2892,1.234,29.07658,23.495247,23.90936,11.464927,0.0,-17.815,-20.296,-21.142,-21.87,-22.274,-22.713,-23.023,-23.248,-23.68,-24.021,-23.923,11.1479,11.1479,0.70414,0.673076,28.8353593916788,29.9269262117389,30.210359076952
2893,0.9567,44.08399,23.34942,23.71966,11.960437,1.0,-18.882,-21.369,-22.061,-22.628,-23.077,-23.518,-23.677,-23.968,-24.166,-24.474,-24.29,11.25,11.2692,1.0,1.01074,29.1663693916788,30.1254262117389,30.380269076952
2894,1.4853,25.39158,23.429132,23.660828,12.340749,1.0,-20.783,-21.902,-22.245,-22.651,-22.917,-22.944,-23.421,-23.627,-23.906,-24.339,-24.26,10.3829,10.3879,2.58039,2.57807,30.5812193916788,30.4502262117389,30.385859076952
2895,1.2836,25.87562,23.404778,23.740849,11.733416,1.0,-19.81,-21.42,-22.03,-22.565,-22.767,-23.198,-23.291,-23.462,-23.713,-23.927,-23.897,10.876,10.8563,1.47153,1.49918,29.6590193916788,30.1440262117389,30.165979076952
2896,2.2419,40.69299,24.03829,24.269985,0.0,0.0,-19.263,-21.273,-21.898,-22.537,-22.924,-23.469,-23.733,-23.967,-24.244,-24.628,-24.619,11.0875,11.0728,2.19635,2.40688,30.5360193916788,30.7220262117389,30.585739076952
2897,1.0634,28.81264,23.149328,23.381023,11.526401,1.0,-19.862,-21.127,-21.748,-22.23,-22.416,-22.689,-22.977,-23.094,-23.129,-23.517,-23.362,10.6871,10.6888,1.23275,1.19003,29.3552193916788,29.9050262117389,29.955289076952
2898,0.4844,30.4665,22.471872,22.877295,11.039885,1.0,-17.268,-19.401,-20.264,-20.901,-21.264,-21.683,-21.921,-22.173,-22.368,-22.672,-22.646,10.5521,10.5984,0.104019,0.12352,28.2857993916788,29.3773962117389,29.660799076952
2899,1.3986,24.88162,23.69882,24.225304,12.187122,1.0,-20.639,-21.961,-22.399,-22.683,-23.106,-23.342,-23.372,-23.504,-23.746,-24.041,-23.909,10.6362,10.6488,2.09968,2.0985,30.2186193916788,30.3592262117389,30.206089076952
2900,2.1963,25.14297,23.80927,24.040964,11.048647,1.0,-19.694,-20.527,-20.965,-21.196,-21.617,-21.847,-21.373,-21.487,-21.54,-21.702,-21.506,9.66867,9.42694,1.24467,1.801,29.7635193916788,29.5911862117389,29.332089076952
2901,1.4199,38.81643,23.694324,24.034422,12.149344,1.0,-19.168,-21.343,-21.989,-22.553,-22.922,-23.465,-23.509,-23.821,-24.182,-24.473,-24.482,10.9828,10.9618,2.08165,2.11523,30.2413193916788,30.4927262117389,30.472659076952
2902,2.3122,49.43228,24.15265,24.384344,12.318024,1.0,-19.61,-21.397,-22.035,-22.594,-22.969,-23.434,-23.63,-23.823,-24.039,-24.37,-24.294,11.0056,11.0376,2.04864,1.97474,30.1118193916788,30.4574262117389,30.422619076952
2903,1.6946,26.29958,23.575005,23.8067,11.898114,1.0,-20.105,-21.449,-22.302,-22.48,-23.026,-23.332,-23.468,-23.388,-23.496,-23.765,-23.563,10.826,10.8469,1.35107,1.12211,29.2663193916788,29.9322262117389,30.085489076952
2904,0.3711,56.93408,22.389372,22.621065,11.192435,1.0,-18.041,-20.124,-20.945,-21.548,-21.905,-22.346,-22.753,-22.957,-23.125,-23.348,-23.381,10.8001,10.8332,0.499713,0.574693,28.7303193916788,29.6894262117389,29.944219076952
2905,0.4283,50.78654,22.48135,22.713045,11.261909,1.0,-18.527,-20.669,-21.49,-22.116,-22.456,-22.897,-23.303,-23.508,-23.676,-23.917,-23.716,11.05,11.0518,0.8,0.793318,28.9489493916788,29.9080262117389,30.162849076952
2906,1.1446,26.0061,23.178873,23.41057,12.036107,1.0,-20.614,-21.872,-22.341,-22.637,-22.835,-23.033,-23.201,-23.364,-23.428,-23.571,-23.474,10.6273,10.6211,1.59991,1.56541,29.7120193916788,30.0620262117389,30.016969076952
2907,1.3252,27.5017,23.350069,23.581764,11.420206,1.0,-18.323,-20.445,-21.273,-21.967,-22.117,-22.508,-22.556,-22.847,-23.142,-23.384,-23.155,10.8747,10.8817,0.172177,0.191451,28.3623793916788,29.5927762117389,29.898279076952
2908,0.932,38.39984,23.14104,23.372734,11.306791,0.0,-17.355,-21.139,-21.989,-22.657,-22.912,-23.165,-23.491,-23.605,-23.751,-23.926,-23.74,11.05,11.0507,-2.20002,-9.72384,27.5290893916788,29.7682262117389,30.101789076952
2909,1.7526,24.93158,23.584988,23.816683,11.523012,1.0,-20.293,-22.083,-22.28,-22.806,-23.065,-23.416,-23.811,-24.145,-24.374,-24.567,-24.499,10.8923,10.9068,2.3676,2.36928,30.4562193916788,30.5657262117389,30.525339076952
2910,1.7384,32.77241,23.69573,23.927425,12.560842,1.0,-18.652,-20.978,-21.412,-21.649,-22.113,-22.27,-22.779,-23.466,-23.795,-24.314,-24.312,10.4334,10.3847,2.45737,2.46155,30.5128193916788,30.4145262117389,30.355839076952
2911,0.9543,33.50167,23.105646,23.337343,11.637823,1.0,-18.291,-20.588,-21.248,-21.826,-22.116,-22.652,-23.036,-23.275,-23.476,-23.903,-23.754,10.8597,10.8335,1.68831,1.69882,29.8492193916788,30.2350262117389,30.208779076952
2912,0.3376,27.06711,21.973507,22.205202,10.687633,1.0,-19.04,-20.928,-21.778,-22.338,-22.724,-23.034,-23.299,-23.486,-23.688,-23.887,-23.698,11.1,11.1083,0.399955,0.41804,28.5889693916788,29.8193262117389,30.124869076952
2913,0.6141,32.98455,22.654024,22.88572,11.317906,1.0,-17.033,-18.993,-19.886,-20.496,-20.906,-21.398,-21.832,-22.084,-22.473,-22.835,-22.792,10.5822,10.5418,0.956138,0.957437,29.0991293916788,29.6957262117389,29.819929076952
2914,0.4093,55.53693,22.475245,22.706942,11.322266,1.0,-19.769,-20.892,-21.368,-21.737,-22.041,-22.338,-22.546,-22.678,-22.806,-22.955,-22.804,10.429,10.2589,1.36315,1.7736,29.8738193916788,29.9828262117389,29.825639076952
2915,2.2078,67.71392,24.014717,24.096102,12.27726,1.0,-19.26,-20.854,-21.5,-21.953,-22.328,-22.717,-22.876,-23.044,-23.191,-23.468,-23.379,10.568,10.5471,1.85276,1.90369,30.0288193916788,30.2048262117389,30.065979076952
2916,1.2478,25.86115,23.515385,23.984465,11.780908,1.0,-17.421,-19.548,-20.196,-20.904,-21.25,-21.751,-22.114,-22.333,-22.846,-23.248,-23.287,10.5704,10.565,1.66528,1.69887,29.8360193916788,30.1015262117389,30.000719076952
2917,0.4754,36.50008,22.441607,22.673302,11.322749,1.0,-18.177,-19.879,-20.673,-21.164,-21.537,-21.855,-22.029,-22.336,-22.402,-22.625,-22.622,10.5039,10.5698,0.00432321,0.0949005,28.2571793916788,29.3487762117389,29.632179076952
2918,0.6919,42.94409,22.88878,23.120476,0.0,0.0,-17.905,-20.667,-21.589,-22.18,-22.511,-22.866,-23.189,-23.377,-23.574,-24.02,-23.793,11.1507,11.135,0.00181463,0.0152066,28.2131293916788,29.7347262117389,30.069929076952
2919,1.2986,35.82518,23.444614,23.67631,12.029899,1.0,-18.014,-20.238,-20.823,-21.313,-21.655,-22.206,-22.332,-22.565,-22.975,-23.261,-23.346,10.468,10.439,1.66502,1.65701,29.7811193916788,30.0046262117389,29.975699076952
2920,0.2188,47.66129,21.787378,21.96913,10.518835,1.0,-92.344,-19.678,-20.301,-20.742,-21.052,-21.325,-21.606,-21.727,-21.872,-22.078,-21.881,10.0967,10.1835,0.406947,0.510763,28.6822293916788,29.3148262117389,29.398129076952
2921,1.848,33.85876,23.884754,24.199995,12.555176,0.0,-19.694,-21.864,-22.546,-23.091,-23.432,-23.636,-24.049,-24.378,-24.651,-25.089,-25.058,11.0432,11.0255,2.74898,2.79131,30.8874193916788,30.9087262117389,30.717639076952
2922,1.5777,24.98371,23.785631,24.261702,12.081071,1.0,-18.057,-20.222,-20.989,-21.363,-21.741,-22.266,-22.829,-23.203,-23.527,-23.793,-23.796,10.5811,10.565,2.19655,2.18729,30.2899193916788,30.3473262117389,30.288249076952
2923,3.0486,24.31539,24.108917,24.340612,10.243425,0.0,-19.777,-20.7,-21.317,-21.742,-21.981,-22.4,-22.664,-22.987,-23.121,-23.363,-23.201,10.4638,10.5984,1.51529,1.01399,29.1556793916788,29.7523262117389,29.876479076952
2924,0.5098,39.23398,22.529339,22.736324,11.475755,1.0,-20.251,-21.248,-21.55,-21.815,-22.007,-22.102,-22.31,-22.484,-22.546,-22.655,-22.631,9.75297,9.77516,2.09921,2.13985,30.1060193916788,29.9361262117389,29.678299076952
2925,2.4366,26.02812,24.28891,24.745506,12.344929,1.0,-21.293,-22.865,-23.769,-23.842,-24.141,-24.468,-24.495,-24.613,-24.711,-24.896,-24.703,11.2071,11.1893,2.10784,2.1337,30.2802193916788,30.6303262117389,30.585239076952
2926,1.4167,35.04435,23.521982,23.753677,12.253237,1.0,-18.272,-21.004,-21.986,-22.585,-22.948,-23.522,-23.716,-23.925,-24.4,-24.833,-24.704,11.2769,11.2725,1.79009,1.77371,29.9389193916788,30.4886262117389,30.538939076952
2927,1.7003,25.17003,23.559254,23.790949,11.663828,1.0,-20.413,-21.75,-22.042,-22.191,-22.56,-22.593,-22.874,-23.082,-23.206,-23.371,-23.219,10.3049,10.2871,2.05134,2.06076,30.1546193916788,30.1730262117389,29.981079076952
2928,0.697,25.53122,22.670357,22.902052,10.791303,0.0,-18.013,-21.544,-22.447,-23.076,-23.33,-23.71,-24.032,-24.116,-24.29,-24.423,-24.179,11.3068,11.2769,-3.40032,-11.6637,27.6292493916788,29.9454262117389,30.300849076952
2929,0.833,26.00879,23.092588,23.618832,11.857252,1.0,-19.456,-20.626,-21.036,-21.442,-21.822,-22.086,-22.436,-22.766,-23.01,-23.523,-23.447,10.2279,10.2377,1.90208,1.90108,29.9939193916788,30.0355262117389,29.976019076952
2930,2.0864,24.23461,23.743406,23.975101,11.840024,1.0,-18.881,-20.741,-21.286,-21.583,-22.325,-22.313,-22.748,-22.991,-23.266,-23.594,-23.556,10.4255,10.3842,2.0907,2.11174,30.2052193916788,30.2221262117389,30.160549076952
2931,1.6,25.86084,23.625523,23.948639,12.083208,1.0,-20.674,-22.116,-22.738,-23.216,-23.454,-23.514,-23.848,-24.085,-24.265,-24.577,-24.475,10.9604,10.9198,2.13223,2.13788,30.2619193916788,30.4854262117389,30.456559076952
2932,0.7025,38.7711,22.859722,23.091417,11.433637,1.0,-17.747,-20.318,-21.093,-21.784,-22.114,-22.572,-22.888,-23.13,-23.431,-23.79,-23.605,11.0,10.9956,0.500001,0.520727,28.6830093916788,29.7746262117389,30.058009076952
2933,1.0821,32.64831,23.221163,23.452858,11.458866,1.0,-17.72,-19.946,-20.632,-21.307,-21.723,-22.227,-22.703,-22.986,-23.335,-23.853,-23.902,10.7743,10.7585,1.91736,1.91191,30.0380193916788,30.2894262117389,30.269339076952
2934,1.8311,36.44772,23.793003,24.024698,12.176305,1.0,-18.131,-19.977,-20.731,-21.106,-21.492,-22.398,-22.803,-22.745,-23.001,-23.455,-23.383,10.6593,10.8016,1.63713,1.33375,29.4813193916788,29.9823262117389,30.034819076952
2935,0.6727,33.30173,22.749968,22.981663,11.515213,1.0,-18.55,-20.465,-21.075,-21.606,-21.955,-22.363,-22.687,-22.922,-23.173,-23.501,-23.374,10.6235,10.6187,1.59817,1.59385,29.7069193916788,30.0190262117389,30.052379076952
2936,1.9096,37.9098,23.851255,24.08295,11.459936,1.0,-19.143,-20.632,-21.197,-21.613,-21.864,-22.219,-22.514,-22.666,-22.824,-23.155,-23.035,10.3947,10.4586,1.59501,1.55216,29.6797193916788,29.9531262117389,29.881599076952
2937,0.9028,24.97044,22.921991,23.153687,11.788339,1.0,-18.976,-20.404,-20.86,-21.346,-21.731,-21.954,-22.247,-22.436,-22.675,-23.179,-23.148,10.2565,10.2359,1.78112,1.74923,29.8592193916788,29.9608262117389,29.907159076952
2938,0.935,26.2844,22.979652,23.211348,11.014984,0.0,-18.118,-20.641,-21.486,-22.106,-22.38,-22.787,-23.005,-23.194,-23.294,-23.681,-23.491,10.9977,11.0174,-0.304471,-0.316981,27.9018893916788,29.5741862117389,29.921289076952
2939,0.8958,24.7046,22.909481,23.141176,11.396829,1.0,-18.84,-20.872,-21.705,-22.233,-22.638,-22.986,-23.111,-23.402,-23.473,-23.608,-23.382,11.0,11.03,0.300005,0.339786,28.5107093916788,29.7411262117389,30.046609076952
2940,1.0814,35.0604,23.48481,23.959108,12.050295,1.0,-21.0,-22.463,-22.911,-23.345,-23.602,-23.92,-24.182,-24.383,-24.557,-24.909,-24.74,11.036,11.0432,2.49989,2.53932,30.6566193916788,30.7797262117389,30.620839076952
2941,0.3607,113.79,22.71729,23.085415,11.467777,1.0,-17.658,-20.18,-21.183,-21.958,-22.389,-22.91,-23.308,-23.585,-23.939,-24.293,-24.23,11.25,11.3442,0.8,0.869325,29.0315993916788,30.1232262117389,30.406599076952
2942,3.2136,25.74729,24.183537,24.415232,12.451596,0.0,-21.334,-22.526,-22.734,-23.012,-23.174,-23.226,-23.443,-23.766,-23.848,-24.025,-23.858,10.6203,10.652,2.0219,1.962,30.0892193916788,30.2832262117389,30.152719076952
2943,0.5019,25.14813,22.333876,22.56557,0.0,0.0,-17.25,-19.617,-20.476,-21.147,-21.463,-21.866,-22.089,-22.302,-22.371,-22.583,-22.029,10.75,10.696,-0.599998,-0.591916,27.7253493916788,29.2949462117389,29.560049076952
2944,2.6939,34.22182,24.139744,24.371439,11.03864,1.0,-19.676,-20.58,-21.089,-21.554,-21.862,-22.338,-22.758,-23.0,-23.414,-23.792,-23.75,10.414,10.3034,2.13607,2.21653,30.2840193916788,30.2375262117389,30.175779076952
2945,2.3407,26.50953,23.893873,24.125568,12.401039,1.0,-18.514,-20.719,-21.096,-21.897,-22.18,-22.845,-23.414,-23.726,-24.037,-24.53,-24.56,11.2109,11.2676,1.98986,1.95439,30.0697193916788,30.4828262117389,30.575939076952
2946,1.9476,43.70041,23.99425,24.269638,12.337961,1.0,-20.903,-22.852,-23.608,-24.066,-24.436,-24.774,-25.336,-25.524,-25.682,-25.96,-25.776,11.7311,11.7595,1.74377,1.71989,29.8703193916788,30.7008262117389,30.914739076952
2947,2.1058,32.07611,23.425285,23.355108,12.562116,1.0,-19.497,-21.731,-22.479,-23.025,-23.111,-23.768,-24.308,-24.563,-24.856,-25.27,-25.257,11.2871,11.3815,2.64708,2.3248,30.4565193916788,30.8014262117389,30.811939076952
2948,3.3043,35.05881,24.3438,24.575495,13.081234,0.0,-20.62,-22.378,-23.04,-23.437,-23.503,-23.579,-23.678,-23.739,-23.728,-23.821,-23.582,11.1556,10.6202,1.94528,0.330256,29.0168693916788,29.9559262117389,29.975369076952
2949,1.122,41.01065,23.356642,23.588337,11.162249,1.0,-17.934,-19.397,-19.984,-20.423,-20.461,-20.841,-21.108,-21.274,-21.449,-21.916,-21.888,9.94034,9.88692,1.08141,1.31874,29.4425193916788,29.5905962117389,29.439399076952
2950,4.438,26.65573,24.498995,24.73069,11.040139,1.0,-21.211,-22.368,-22.679,-22.92,-23.094,-22.896,-23.203,-23.376,-23.554,-23.832,-23.715,10.2957,10.133,2.25676,2.41671,30.4022193916788,30.2459262117389,30.180709076952
2951,2.264,36.76279,24.003675,24.23537,12.334744,1.0,-20.984,-22.547,-22.934,-22.741,-22.937,-23.299,-23.606,-23.946,-24.122,-24.395,-24.274,10.5581,10.5134,2.32989,2.34328,30.4262193916788,30.4075262117389,30.346289076952
2952,0.6776,25.72742,22.639017,22.861584,0.0,0.0,-18.291,-20.375,-21.078,-21.543,-21.835,-22.104,-22.311,-22.501,-22.739,-23.059,-22.812,10.6499,10.7001,-0.200271,-0.204969,27.9773993916788,29.3508062117389,29.671999076952
2953,2.0888,41.46719,23.977795,24.20949,12.392665,1.0,-20.498,-21.788,-22.33,-22.468,-22.7,-23.003,-23.252,-23.404,-23.533,-23.981,-23.815,10.7699,10.814,1.39548,1.41981,29.5392193916788,29.9942262117389,30.101519076952
2954,0.7558,25.97951,22.881472,23.278082,11.758486,1.0,-18.536,-20.661,-21.185,-21.665,-22.006,-22.386,-22.663,-22.824,-23.118,-23.457,-23.322,10.4813,10.5395,1.82452,1.62584,29.7539193916788,30.0345262117389,30.023959076952
2955,1.7074,30.2662,23.720936,24.011932,12.113804,1.0,-19.995,-22.162,-22.959,-23.419,-23.748,-24.046,-24.357,-24.606,-24.786,-25.1,-24.937,11.3857,11.4821,1.83367,1.62071,29.7674193916788,30.5018262117389,30.681539076952
2956,2.147,32.86394,23.903536,24.13523,12.514003,0.0,-21.387,-22.577,-23.146,-23.603,-23.77,-24.079,-24.361,-24.521,-24.671,-24.99,-24.862,11.2133,11.1828,2.08289,2.04923,30.1825193916788,30.5661262117389,30.595139076952
2957,1.6915,25.733,23.56374,23.795435,11.441951,0.0,-19.796,-21.419,-22.06,-22.582,-22.626,-22.91,-23.119,-23.216,-23.266,-23.429,-23.207,10.8111,10.561,1.03406,0.231123,28.5312693916788,29.6704262117389,29.848369076952
2958,2.4025,36.08518,24.052937,24.284632,11.939584,1.0,-20.132,-21.751,-21.676,-22.114,-22.237,-22.593,-23.412,-23.593,-23.913,-24.196,-24.069,10.88,10.8993,1.61741,1.58608,29.7014193916788,30.1145262117389,30.207579076952
2959,1.6788,24.17811,23.52923,23.760925,12.369546,0.0,-20.04,-21.172,-21.506,-22.171,-22.194,-22.409,-22.648,-22.801,-22.929,-23.165,-22.999,10.4372,10.5569,1.43474,1.16268,29.2821193916788,29.7371262117389,29.844389076952
2960,0.6965,25.52794,22.669577,22.901274,11.040701,0.0,-18.312,-21.739,-22.612,-23.284,-23.536,-23.895,-24.12,-24.275,-24.474,-24.703,-24.458,11.3528,11.3399,-1.90981,-1.94626,27.7687393916788,30.0316262117389,30.376839076952
2961,2.2165,80.08802,24.53915,24.912964,0.0,0.0,-19.518,-21.285,-21.828,-22.385,-22.781,-23.108,-23.391,-23.587,-23.917,-24.22,-24.098,10.9467,11.0258,1.71374,1.30104,29.4452193916788,30.1111262117389,30.264409076952
2962,1.8452,25.19625,23.640202,23.871897,12.391095,1.0,-19.598,-21.646,-21.998,-22.474,-22.798,-23.13,-23.501,-23.821,-24.043,-24.354,-24.293,10.8296,10.7797,2.34263,2.41479,30.5219193916788,30.5933262117389,30.418559076952
2963,0.518,38.98706,22.555908,22.787603,10.957546,0.0,-18.043,-20.206,-20.964,-21.474,-21.912,-22.212,-22.566,-22.8,-22.965,-23.292,-23.148,10.7,10.7403,0.800089,0.878919,29.0255893916788,29.7600262117389,29.939789076952
2964,1.5064,30.51606,23.593271,23.88326,12.219849,0.0,-20.391,-21.445,-21.832,-22.141,-22.276,-22.329,-22.685,-22.84,-23.398,-23.703,-23.566,10.4467,10.4902,1.69683,1.68722,29.7869193916788,29.9967262117389,29.993329076952
2965,1.1484,23.71067,23.142075,23.37377,11.432483,0.0,-16.786,-20.572,-21.543,-22.292,-22.59,-22.954,-23.164,-23.36,-23.454,-23.946,-23.833,11.0864,11.0728,-4.20312,-16.2033,27.2350293916788,29.6402262117389,29.997129076952
